Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1678413944,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413944,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413945,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413945,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413946,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413946,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413947,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413947,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413948,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413948,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413949,2,GET,API prod_boalf_5,0.222222,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413949,2,GET,API prod_pn_50000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413949,2,,Aggregated,0.222222,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,0,240.0,3926.521541676872,173.06904200813733,11365.343083016342,8831960.0
1678413950,2,GET,API prod_boalf_5,0.222222,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413950,2,GET,API prod_pn_50000,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413950,2,,Aggregated,0.222222,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,0,240.0,3926.521541676872,173.06904200813733,11365.343083016342,8831960.0
1678413951,2,GET,API prod_boalf_5,0.222222,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413951,2,GET,API prod_pn_50000,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413951,2,,Aggregated,0.222222,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,0,240.0,3926.521541676872,173.06904200813733,11365.343083016342,8831960.0
1678413952,2,GET,API dev_boalf_5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,197.68904100055806,197.68904100055806,197.68904100055806,197.68904100055806,3836.0
1678413952,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413952,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413952,2,,Aggregated,0.100000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,4,0,200.0,2994.3134165077936,173.06904200813733,11365.343083016342,6624929.0
1678413953,2,GET,API dev_boalf_5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,197.68904100055806,197.68904100055806,197.68904100055806,197.68904100055806,3836.0
1678413953,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413953,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413953,2,,Aggregated,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,4,0,200.0,2994.3134165077936,173.06904200813733,11365.343083016342,6624929.0
1678413954,2,GET,API dev_boalf_5,0.000000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413954,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413954,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413954,2,,Aggregated,0.100000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,200.0,2406.3808332080953,54.65050000930205,11365.343083016342,5300710.4
1678413955,2,GET,API dev_boalf_5,0.000000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413955,2,GET,API prod_boalf_5,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413955,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413955,2,,Aggregated,0.100000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,200.0,2406.3808332080953,54.65050000930205,11365.343083016342,5300710.4
1678413956,2,GET,API dev_boalf_5,0.000000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413956,2,GET,API prod_boalf_5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413956,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413956,2,,Aggregated,0.100000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,200.0,2406.3808332080953,54.65050000930205,11365.343083016342,5300710.4
1678413957,2,GET,API dev_boalf_5,0.000000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413957,2,GET,API prod_boalf_5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413957,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413957,2,,Aggregated,0.100000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,200.0,2406.3808332080953,54.65050000930205,11365.343083016342,5300710.4
1678413958,2,GET,API dev_boalf_5,0.000000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413958,2,GET,API prod_boalf_5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,173.06904200813733,207.11077100713737,173.06904200813733,241.15250000613742,3828.0
1678413958,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413958,2,,Aggregated,0.100000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,200.0,2406.3808332080953,54.65050000930205,11365.343083016342,5300710.4
1678413959,2,GET,API dev_boalf_5,0.200000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413959,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413959,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413959,2,,Aggregated,0.300000,0.000000,200,200,11000,11000,11000,11000,11000,11000,11000,11000,11000,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413960,2,GET,API dev_boalf_5,0.200000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413960,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413960,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413960,2,,Aggregated,0.300000,0.000000,59,59,200,200,200,200,200,200,200,200,200,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413961,2,GET,API dev_boalf_5,0.200000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413961,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413961,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413961,2,,Aggregated,0.300000,0.000000,59,59,200,200,200,200,200,200,200,200,200,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413962,2,GET,API dev_boalf_5,0.200000,0.000000,200,200,200,200,200,200,200,200,200,200,200,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413962,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413962,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413962,2,,Aggregated,0.300000,0.000000,59,59,200,200,200,200,200,200,200,200,200,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413963,2,GET,API dev_boalf_5,0.200000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413963,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413963,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413963,2,,Aggregated,0.300000,0.000000,59,59,59,59,59,59,59,59,59,59,59,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413964,2,GET,API dev_boalf_5,0.200000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413964,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413964,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413964,2,,Aggregated,0.300000,0.000000,59,59,59,59,59,59,59,59,59,59,59,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413965,2,GET,API dev_boalf_5,0.200000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413965,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413965,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413965,2,,Aggregated,0.300000,0.000000,59,59,59,59,59,59,59,59,59,59,59,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413966,2,GET,API dev_boalf_5,0.200000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413966,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413966,2,GET,API prod_pn_50000,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413966,2,,Aggregated,0.300000,0.000000,59,59,59,59,59,59,59,59,59,59,59,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413967,2,GET,API dev_boalf_5,0.200000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413967,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413967,2,GET,API prod_pn_50000,0.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413967,2,,Aggregated,0.300000,0.000000,59,59,59,59,59,59,59,59,59,59,59,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413968,2,GET,API dev_boalf_5,0.200000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413968,2,GET,API prod_boalf_5,0.000000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413968,2,GET,API prod_pn_50000,0.100000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,11365.343083016342,11365.343083016342,11365.343083016342,11365.343083016342,26488224.0
1678413968,2,,Aggregated,0.300000,0.000000,59,59,59,59,59,59,59,59,59,59,59,6,0,170.0,2015.2125346745986,54.65050000930205,11365.343083016342,4417896.666666667
1678413969,2,GET,API dev_boalf_5,0.000000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413969,2,GET,API prod_boalf_5,0.100000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413969,2,GET,API prod_pn_50000,0.000000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,2,0,11365.343083016342,20930.627645517234,11365.343083016342,30495.912208018126,26488224.0
1678413969,2,,Aggregated,0.100000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,7,0,200.0,6083.883916580817,54.65050000930205,30495.912208018126,7570800.571428572
1678413970,2,GET,API dev_boalf_5,0.000000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413970,2,GET,API prod_boalf_5,0.100000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413970,2,GET,API prod_pn_50000,0.000000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,2,0,11365.343083016342,20930.627645517234,11365.343083016342,30495.912208018126,26488224.0
1678413970,2,,Aggregated,0.100000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,7,0,200.0,6083.883916580817,54.65050000930205,30495.912208018126,7570800.571428572
1678413971,2,GET,API dev_boalf_5,0.000000,0.000000,55,55,55,55,55,55,55,55,55,55,55,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413971,2,GET,API prod_boalf_5,0.100000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413971,2,GET,API prod_pn_50000,0.000000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,2,0,11365.343083016342,20930.627645517234,11365.343083016342,30495.912208018126,26488224.0
1678413971,2,,Aggregated,0.100000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,7,0,200.0,6083.883916580817,54.65050000930205,30495.912208018126,7570800.571428572
1678413972,2,GET,API dev_boalf_5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,55,126.16977050493006,54.65050000930205,197.68904100055806,3836.0
1678413972,2,GET,API prod_boalf_5,0.100000,0.000000,59,59,59,59,59,59,59,59,59,59,59,3,0,170.0,157.8641946737965,59.37104200711474,241.15250000613742,3828.0
1678413972,2,GET,API prod_pn_50000,0.000000,0.000000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,2,0,11365.343083016342,20930.627645517234,11365.343083016342,30495.912208018126,26488224.0
